% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), AC , 1 MOhm , 10 Vpp, amplitude 5 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC , 1 MOhm , 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 1.000000 kHz to 200.0000 kHz with 8,192 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 2.00 ms, 3 cycles; Settling time 100 us, 1 cycles
% 
% Acquired 2026-04-23 T 11:28:44 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
5.32433419e+04, -1.9391e+01, -7.6396e+02
5.32777934e+04, -1.8045e+01, -7.6229e+02
5.33122671e+04, -1.9195e+01, -7.6260e+02
5.33467631e+04, -1.8385e+01, -7.6071e+02
5.33812814e+04, -1.8386e+01, -7.6433e+02
5.34158221e+04, -1.9123e+01, -7.5786e+02
5.34503851e+04, -1.8866e+01, -7.5858e+02
5.34849705e+04, -1.8534e+01, -7.6758e+02
5.35195783e+04, -1.9123e+01, -7.6411e+02
5.35542084e+04, -1.9165e+01, -7.6650e+02
5.35888610e+04, -1.8849e+01, -7.6174e+02
5.36235360e+04, -1.8154e+01, -7.6183e+02
5.36582334e+04, -1.8919e+01, -7.5820e+02
5.36929533e+04, -1.8758e+01, -7.6492e+02
5.37276956e+04, -1.8712e+01, -7.6489e+02
5.37624605e+04, -1.9930e+01, -7.5803e+02
5.37972478e+04, -1.8382e+01, -7.5586e+02
5.38320576e+04, -1.8711e+01, -7.5730e+02
5.38668900e+04, -2.0087e+01, -7.5831e+02
5.39017448e+04, -1.8469e+01, -7.5988e+02
5.39366223e+04, -1.8110e+01, -7.6320e+02
5.39715223e+04, -1.8409e+01, -7.4897e+02
5.40064449e+04, -1.8702e+01, -7.6038e+02
5.40413901e+04, -1.8375e+01, -7.5314e+02
5.40763579e+04, -1.9874e+01, -7.5775e+02
5.41113483e+04, -1.7868e+01, -7.5343e+02
5.41463614e+04, -1.9104e+01, -7.5476e+02
5.41813971e+04, -1.8291e+01, -7.5421e+02
5.42164555e+04, -1.7917e+01, -7.5991e+02
5.42515366e+04, -1.8635e+01, -7.5858e+02
5.42866404e+04, -1.8468e+01, -7.5516e+02
5.43217668e+04, -1.8398e+01, -7.5850e+02
5.43569161e+04, -1.8639e+01, -7.5813e+02
5.43920880e+04, -1.9127e+01, -7.4398e+02
5.44272828e+04, -1.8091e+01, -7.5950e+02
5.44625002e+04, -1.8125e+01, -7.5540e+02
5.44977405e+04, -1.7221e+01, -7.6519e+02
5.45330036e+04, -1.6972e+01, -7.5847e+02
5.45682895e+04, -1.8103e+01, -7.5984e+02
5.46035983e+04, -1.7889e+01, -7.5828e+02
5.46389298e+04, -1.7745e+01, -7.6111e+02
5.46742843e+04, -1.6888e+01, -7.5491e+02
5.47096616e+04, -1.8084e+01, -7.4832e+02
5.47450618e+04, -1.7438e+01, -7.5778e+02
5.47804849e+04, -1.7374e+01, -7.6480e+02
5.48159310e+04, -1.7798e+01, -7.5993e+02
5.48513999e+04, -1.9537e+01, -7.5098e+02
5.48868919e+04, -1.8008e+01, -7.5931e+02
5.49224067e+04, -1.8677e+01, -7.5702e+02
5.49579446e+04, -1.7483e+01, -7.5318e+02
5.49935055e+04, -1.7223e+01, -7.6233e+02
5.50290893e+04, -1.7117e+01, -7.5733e+02
5.50646962e+04, -1.6785e+01, -7.5360e+02
5.51003262e+04, -1.8028e+01, -7.5707e+02
5.51359792e+04, -1.7124e+01, -7.6675e+02
5.51716552e+04, -1.7712e+01, -7.5683e+02
5.52073544e+04, -1.6766e+01, -7.5826e+02
5.52430766e+04, -1.8142e+01, -7.6149e+02
5.52788220e+04, -1.8070e+01, -7.5597e+02
5.53145905e+04, -1.6857e+01, -7.6371e+02
5.53503821e+04, -1.7819e+01, -7.6846e+02
5.53861969e+04, -1.7678e+01, -7.5744e+02
5.54220349e+04, -1.7092e+01, -7.6347e+02
5.54578960e+04, -1.6993e+01, -7.6509e+02
5.54937804e+04, -1.7500e+01, -7.5840e+02
5.55296880e+04, -1.6775e+01, -7.6068e+02
5.55656188e+04, -1.7463e+01, -7.5977e+02
5.56015728e+04, -1.8952e+01, -7.6646e+02
5.56375502e+04, -1.7084e+01, -7.6631e+02
5.56735508e+04, -1.7766e+01, -7.5785e+02
5.57095747e+04, -1.6480e+01, -7.6112e+02
5.57456219e+04, -1.7172e+01, -7.6247e+02
5.57816924e+04, -1.7260e+01, -7.6381e+02
5.58177863e+04, -1.7962e+01, -7.6678e+02
5.58539035e+04, -1.8576e+01, -7.6178e+02
5.58900441e+04, -1.7777e+01, -7.7154e+02
5.59262081e+04, -1.7187e+01, -7.6639e+02
5.59623955e+04, -1.6756e+01, -7.6580e+02
5.59986063e+04, -1.6427e+01, -7.6024e+02
5.60348405e+04, -1.8096e+01, -7.6417e+02
5.60710982e+04, -1.8260e+01, -7.6660e+02
5.61073793e+04, -1.8588e+01, -7.7276e+02
5.61436839e+04, -1.8522e+01, -7.6538e+02
5.61800120e+04, -1.7366e+01, -7.6277e+02
5.62163636e+04, -1.7983e+01, -7.6057e+02
5.62527388e+04, -1.7258e+01, -7.6405e+02
5.62891374e+04, -1.7774e+01, -7.5690e+02
5.63255597e+04, -1.7268e+01, -7.7033e+02
5.63620055e+04, -1.6562e+01, -7.5697e+02
5.63984748e+04, -1.6844e+01, -7.6766e+02
5.64349678e+04, -1.7082e+01, -7.6702e+02
5.64714844e+04, -1.7078e+01, -7.6401e+02
5.65080246e+04, -1.8375e+01, -7.6455e+02
5.65445884e+04, -1.7220e+01, -7.6829e+02
5.65811759e+04, -1.8743e+01, -7.6239e+02
5.66177871e+04, -1.7195e+01, -7.6519e+02
5.66544220e+04, -1.6596e+01, -7.6272e+02
5.66910806e+04, -1.7031e+01, -7.5693e+02
5.67277629e+04, -1.7440e+01, -7.6210e+02
5.67644689e+04, -1.7557e+01, -7.5814e+02
5.68011987e+04, -1.7094e+01, -7.5617e+02
5.68379522e+04, -1.6338e+01, -7.5684e+02
5.68747296e+04, -1.6402e+01, -7.6017e+02
5.69115307e+04, -1.6799e+01, -7.6479e+02
5.69483557e+04, -1.6982e+01, -7.6813e+02
5.69852044e+04, -1.6535e+01, -7.6519e+02
5.70220770e+04, -1.6486e+01, -7.5629e+02
5.70589735e+04, -1.6471e+01, -7.5821e+02
5.70958939e+04, -1.6138e+01, -7.6247e+02
5.71328381e+04, -1.6844e+01, -7.6131e+02
5.71698062e+04, -1.7477e+01, -7.6918e+02
5.72067983e+04, -1.6884e+01, -7.6489e+02
5.72438143e+04, -1.7205e+01, -7.7964e+02
5.72808542e+04, -1.7117e+01, -7.6423e+02
5.73179182e+04, -1.5826e+01, -7.6761e+02
5.73550061e+04, -1.6128e+01, -7.6515e+02
5.73921179e+04, -1.7013e+01, -7.6912e+02
5.74292539e+04, -1.5881e+01, -7.6961e+02
5.74664138e+04, -1.6165e+01, -7.7074e+02
5.75035978e+04, -1.5253e+01, -7.6618e+02
5.75408058e+04, -1.6514e+01, -7.7028e+02
5.75780379e+04, -1.6778e+01, -7.7356e+02
5.76152942e+04, -1.6316e+01, -7.7753e+02
5.76525745e+04, -1.6771e+01, -7.6585e+02
5.76898789e+04, -1.5988e+01, -7.7187e+02
5.77272075e+04, -1.5928e+01, -7.7124e+02
5.77645602e+04, -1.5700e+01, -7.7040e+02
5.78019371e+04, -1.5491e+01, -7.7008e+02
5.78393382e+04, -1.4992e+01, -7.7618e+02
5.78767635e+04, -1.6333e+01, -7.7326e+02
5.79142130e+04, -1.5253e+01, -7.7356e+02
5.79516867e+04, -1.5691e+01, -7.7862e+02
5.79891847e+04, -1.7151e+01, -7.8406e+02
5.80267070e+04, -1.6567e+01, -7.7223e+02
5.80642535e+04, -1.5140e+01, -7.7072e+02
5.81018243e+04, -1.5130e+01, -7.7135e+02
5.81394194e+04, -1.6060e+01, -7.7969e+02
5.81770389e+04, -1.5910e+01, -7.8484e+02
5.82146827e+04, -1.6320e+01, -7.8032e+02
5.82523508e+04, -1.6128e+01, -7.8633e+02
5.82900434e+04, -1.6447e+01, -7.8647e+02
5.83277603e+04, -1.7418e+01, -7.7864e+02
5.83655016e+04, -1.7679e+01, -7.8175e+02
5.84032673e+04, -1.8027e+01, -7.9180e+02
5.84410575e+04, -1.6591e+01, -7.8170e+02
5.84788722e+04, -1.9026e+01, -7.7801e+02
5.85167113e+04, -1.7215e+01, -7.7964e+02
5.85545748e+04, -1.8410e+01, -7.6668e+02
5.85924629e+04, -1.9143e+01, -7.8218e+02
5.86303755e+04, -1.8173e+01, -7.7043e+02
5.86683127e+04, -1.6637e+01, -7.7829e+02
5.87062743e+04, -1.7515e+01, -7.8323e+02
5.87442606e+04, -1.7508e+01, -7.7655e+02
5.87822714e+04, -1.9014e+01, -7.8175e+02
5.88203068e+04, -1.8400e+01, -7.7063e+02
5.88583668e+04, -1.7164e+01, -7.7002e+02
5.88964515e+04, -1.8392e+01, -7.7770e+02
5.89345608e+04, -1.6563e+01, -7.6897e+02
5.89726947e+04, -1.7677e+01, -7.5650e+02
5.90108534e+04, -1.7042e+01, -7.8739e+02
5.90490367e+04, -1.8470e+01, -7.7196e+02
5.90872447e+04, -1.7698e+01, -7.7763e+02
5.91254775e+04, -2.1372e+01, -7.5622e+02
5.91637350e+04, -1.9193e+01, -7.7492e+02
5.92020172e+04, -1.7644e+01, -7.8067e+02
5.92403242e+04, -1.8224e+01, -7.7278e+02
5.92786560e+04, -2.0690e+01, -7.8536e+02
5.93170126e+04, -1.7355e+01, -7.7039e+02
5.93553941e+04, -1.6964e+01, -7.7328e+02
5.93938003e+04, -1.7717e+01, -7.5285e+02
5.94322314e+04, -1.8239e+01, -7.6835e+02
5.94706874e+04, -1.7039e+01, -7.6473e+02
5.95091683e+04, -1.8437e+01, -7.7370e+02
5.95476740e+04, -1.6843e+01, -7.6941e+02
5.95862047e+04, -1.7083e+01, -7.6399e+02
5.96247603e+04, -1.7125e+01, -7.6731e+02
5.96633409e+04, -1.5128e+01, -7.7184e+02
5.97019464e+04, -1.6929e+01, -7.5872e+02
5.97405769e+04, -1.7084e+01, -7.7094e+02
5.97792324e+04, -1.6703e+01, -7.6742e+02
5.98179129e+04, -1.8099e+01, -7.6673e+02
5.98566184e+04, -1.6746e+01, -7.6303e+02
5.98953490e+04, -1.6497e+01, -7.7145e+02
5.99341046e+04, -1.7146e+01, -7.5801e+02
5.99728853e+04, -1.7029e+01, -7.6409e+02
6.00116912e+04, -1.7806e+01, -7.7620e+02
6.00505221e+04, -1.6193e+01, -7.6309e+02
6.00893781e+04, -1.7356e+01, -7.7265e+02
6.01282593e+04, -1.6785e+01, -7.7179e+02
6.01671657e+04, -1.6576e+01, -7.6957e+02
6.02060972e+04, -1.7292e+01, -7.7876e+02
6.02450539e+04, -1.8426e+01, -7.6339e+02
6.02840358e+04, -1.6114e+01, -7.7911e+02
6.03230430e+04, -1.6932e+01, -7.6678e+02
6.03620753e+04, -1.6522e+01, -7.6497e+02
6.04011330e+04, -1.5430e+01, -7.8995e+02
6.04402159e+04, -1.4787e+01, -7.7727e+02
6.04793241e+04, -1.6266e+01, -7.7784e+02
6.05184576e+04, -1.6197e+01, -7.7536e+02
6.05576164e+04, -1.6534e+01, -7.7587e+02
6.05968006e+04, -1.6880e+01, -7.6863e+02
6.06360101e+04, -1.6832e+01, -7.6334e+02
6.06752450e+04, -1.6175e+01, -7.6363e+02
6.07145053e+04, -1.5523e+01, -7.6973e+02
6.07537909e+04, -1.5450e+01, -7.6487e+02
6.07931020e+04, -1.6316e+01, -7.7406e+02
6.08324386e+04, -1.6363e+01, -7.6456e+02
6.08718006e+04, -1.5650e+01, -7.7521e+02
6.09111880e+04, -1.5725e+01, -7.6627e+02
6.09506010e+04, -1.6240e+01, -7.6969e+02
6.09900394e+04, -1.5861e+01, -7.6346e+02
6.10295034e+04, -1.5918e+01, -7.6886e+02
6.10689929e+04, -1.5439e+01, -7.7037e+02
6.11085079e+04, -1.4586e+01, -7.7261e+02
6.11480486e+04, -1.6867e+01, -7.6536e+02
6.11876148e+04, -1.8337e+01, -7.5813e+02
6.12272066e+04, -1.5738e+01, -7.6996e+02
6.12668240e+04, -1.5233e+01, -7.7172e+02
6.13064671e+04, -1.4600e+01, -7.6477e+02
6.13461358e+04, -1.4941e+01, -7.6744e+02
6.13858302e+04, -1.4845e+01, -7.6308e+02
6.14255502e+04, -1.5236e+01, -7.6921e+02
6.14652960e+04, -1.5997e+01, -7.6542e+02
6.15050675e+04, -1.5479e+01, -7.6995e+02
6.15448647e+04, -1.5027e+01, -7.7110e+02
6.15846877e+04, -1.4483e+01, -7.5771e+02
6.16245364e+04, -1.4449e+01, -7.6644e+02
6.16644109e+04, -1.5314e+01, -7.7353e+02
6.17043112e+04, -1.5062e+01, -7.7080e+02
6.17442374e+04, -1.4537e+01, -7.7276e+02
6.17841893e+04, -1.5621e+01, -7.7819e+02
6.18241672e+04, -1.4432e+01, -7.6788e+02
6.18641709e+04, -1.4714e+01, -7.7141e+02
6.19042004e+04, -1.4572e+01, -7.7168e+02
6.19442559e+04, -1.6494e+01, -7.6150e+02
6.19843373e+04, -1.4970e+01, -7.6953e+02
6.20244446e+04, -1.4184e+01, -7.6432e+02
6.20645779e+04, -1.3645e+01, -7.7065e+02
6.21047372e+04, -1.4307e+01, -7.7144e+02
6.21449224e+04, -1.3872e+01, -7.7038e+02
6.21851337e+04, -1.4636e+01, -7.7745e+02
6.22253709e+04, -1.4302e+01, -7.7370e+02
6.22656342e+04, -1.4076e+01, -7.7075e+02
6.23059236e+04, -1.3943e+01, -7.7238e+02
6.23462390e+04, -1.4293e+01, -7.7875e+02
6.23865805e+04, -1.2768e+01, -7.6754e+02
6.24269481e+04, -1.3605e+01, -7.6914e+02
6.24673418e+04, -1.4018e+01, -7.7349e+02
6.25077617e+04, -1.3681e+01, -7.7360e+02
6.25482077e+04, -1.3673e+01, -7.7914e+02
6.25886799e+04, -1.3621e+01, -7.7281e+02
6.26291783e+04, -1.3873e+01, -7.7178e+02
6.26697028e+04, -1.3828e+01, -7.7575e+02
6.27102536e+04, -1.4010e+01, -7.7395e+02
6.27508307e+04, -1.3428e+01, -7.7703e+02
6.27914340e+04, -1.2995e+01, -7.7778e+02
6.28320635e+04, -1.2878e+01, -7.7294e+02
6.28727194e+04, -1.2500e+01, -7.7538e+02
6.29134016e+04, -1.4894e+01, -7.7088e+02
6.29541101e+04, -1.3799e+01, -7.7140e+02
6.29948449e+04, -1.3552e+01, -7.7794e+02
6.30356061e+04, -1.3004e+01, -7.7568e+02
6.30763936e+04, -1.3831e+01, -7.7619e+02
6.31172076e+04, -1.1634e+01, -7.7878e+02
6.31580480e+04, -1.3155e+01, -7.8384e+02
6.31989147e+04, -1.3445e+01, -7.7854e+02
6.32398080e+04, -1.2766e+01, -7.7273e+02
6.32807277e+04, -1.3093e+01, -7.8063e+02
6.33216738e+04, -1.1030e+01, -7.6693e+02
6.33626465e+04, -1.3172e+01, -7.7659e+02
6.34036457e+04, -1.2710e+01, -7.7487e+02
6.34446714e+04, -1.2856e+01, -7.7918e+02
6.34857236e+04, -1.2976e+01, -7.7869e+02
6.35268024e+04, -1.1457e+01, -7.8953e+02
6.35679078e+04, -1.2716e+01, -7.7473e+02
6.36090398e+04, -1.2284e+01, -7.7697e+02
6.36501984e+04, -1.1837e+01, -7.7671e+02
6.36913837e+04, -1.3663e+01, -7.8173e+02
6.37325956e+04, -1.2274e+01, -7.7934e+02
6.37738341e+04, -1.1903e+01, -7.8138e+02
6.38150993e+04, -1.2503e+01, -7.7621e+02
6.38563913e+04, -1.1483e+01, -7.7688e+02
6.38977099e+04, -1.1154e+01, -7.8391e+02
6.39390553e+04, -1.1332e+01, -7.7377e+02
6.39804275e+04, -1.0436e+01, -7.8671e+02
6.40218264e+04, -1.1514e+01, -7.7927e+02
6.40632521e+04, -1.1062e+01, -7.8520e+02
6.41047046e+04, -1.0920e+01, -7.7974e+02
6.41461839e+04, -1.0425e+01, -7.8069e+02
6.41876901e+04, -1.0048e+01, -7.8023e+02
6.42292231e+04, -1.1823e+01, -7.6664e+02
6.42707830e+04, -1.0683e+01, -7.7780e+02
6.43123698e+04, -9.3892e+00, -7.7890e+02
6.43539835e+04, -1.0655e+01, -7.8282e+02
6.43956241e+04, -9.7609e+00, -7.8251e+02
6.44372917e+04, -1.2390e+01, -8.2281e+02
6.44789862e+04, -9.3582e+00, -7.8590e+02
6.45207077e+04, -1.0228e+01, -7.8499e+02
6.45624562e+04, -1.0137e+01, -7.8592e+02
6.46042318e+04, -9.2822e+00, -7.8850e+02
6.46460343e+04, -8.3193e+00, -7.7699e+02
6.46878639e+04, -8.9249e+00, -7.8428e+02
6.47297206e+04, -9.1240e+00, -7.9342e+02
6.47716043e+04, -8.8477e+00, -7.8943e+02
6.48135152e+04, -9.3586e+00, -7.9275e+02
6.48554531e+04, -7.5651e+00, -7.9155e+02
6.48974183e+04, -8.1678e+00, -8.0016e+02
6.49394105e+04, -9.7065e+00, -7.9678e+02
6.49814299e+04, -9.1302e+00, -7.9752e+02
6.50234766e+04, -9.2586e+00, -7.9769e+02
6.50655504e+04, -8.3027e+00, -7.8932e+02
6.51076514e+04, -1.0251e+01, -7.9658e+02
6.51497797e+04, -9.8705e+00, -7.9789e+02
6.51919353e+04, -8.7886e+00, -7.9239e+02
6.52341181e+04, -7.7819e+00, -7.9645e+02
6.52763282e+04, -7.9405e+00, -7.8391e+02
6.53185657e+04, -8.2515e+00, -7.9799e+02
6.53608304e+04, -7.8909e+00, -8.0293e+02
6.54031225e+04, -8.4897e+00, -7.9950e+02
6.54454420e+04, -1.2319e+01, -8.0654e+02
6.54877889e+04, -5.7759e+00, -8.1067e+02
6.55301631e+04, -7.7189e+00, -8.0665e+02
6.55725648e+04, -7.7308e+00, -8.0595e+02
6.56149939e+04, -7.4043e+00, -8.0623e+02
6.56574505e+04, -7.3424e+00, -8.0059e+02
6.56999345e+04, -6.0200e+00, -8.1102e+02
6.57424461e+04, -7.7961e+00, -8.0973e+02
6.57849851e+04, -7.2639e+00, -8.0881e+02
6.58275517e+04, -7.7395e+00, -8.1196e+02
6.58701458e+04, -1.9308e+01, -8.0165e+02
6.59127674e+04, -5.3960e+00, -8.1299e+02
6.59554167e+04, -6.8105e+00, -8.2038e+02
6.59980935e+04, -6.6179e+00, -8.1754e+02
6.60407980e+04, -6.9005e+00, -8.2507e+02
6.60835301e+04, -7.5433e+00, -8.0508e+02
6.61262898e+04, -6.9317e+00, -8.2745e+02
6.61690772e+04, -7.3265e+00, -8.2617e+02
6.62118923e+04, -6.7748e+00, -8.2651e+02
6.62547351e+04, -6.0425e+00, -8.2565e+02
6.62976056e+04, -4.4621e+00, -8.2429e+02
6.63405039e+04, -6.3203e+00, -8.3854e+02
6.63834299e+04, -6.8380e+00, -8.4281e+02
6.64263837e+04, -7.5447e+00, -8.4105e+02
6.64693653e+04, -5.8793e+00, -8.7823e+02
6.65123747e+04, -7.3257e+00, -8.4879e+02
6.65554119e+04, -8.4927e+00, -8.4927e+02
6.65984770e+04, -7.5039e+00, -8.4662e+02
6.66415699e+04, -9.7138e+00, -8.5165e+02
6.66846907e+04, -1.6164e+01, -8.7580e+02
6.67278395e+04, -9.1554e+00, -8.3653e+02
6.67710161e+04, -9.8490e+00, -8.5170e+02
6.68142207e+04, -9.9311e+00, -8.4821e+02
6.68574532e+04, -1.0522e+01, -8.4389e+02
6.69007137e+04, -1.2835e+01, -8.2362e+02
6.69440022e+04, -1.2076e+01, -8.2750e+02
6.69873188e+04, -1.0695e+01, -8.3352e+02
6.70306633e+04, -9.6916e+00, -8.3421e+02
6.70740359e+04, -1.0533e+01, -8.3767e+02
6.71174365e+04, -8.6561e+00, -8.3656e+02
6.71608653e+04, -9.4573e+00, -8.1983e+02
6.72043221e+04, -8.4149e+00, -8.2709e+02
6.72478071e+04, -5.9133e+00, -8.2502e+02
6.72913201e+04, -6.6852e+00, -8.2317e+02
6.73348614e+04, -8.1170e+00, -8.2978e+02
6.73784308e+04, -6.3521e+00, -8.3482e+02
6.74220284e+04, -6.6655e+00, -8.3623e+02
6.74656543e+04, -7.6528e+00, -8.3904e+02
6.75093083e+04, -8.0268e+00, -8.4146e+02
6.75529906e+04, -6.1028e+00, -8.4671e+02
6.75967012e+04, -6.2060e+00, -8.4924e+02
6.76404400e+04, -7.5976e+00, -8.5541e+02
6.76842072e+04, -5.7726e+00, -8.7514e+02
6.77280026e+04, -7.1209e+00, -8.5276e+02
6.77718264e+04, -6.0740e+00, -8.5555e+02
6.78156786e+04, -6.6790e+00, -8.6137e+02
6.78595591e+04, -6.0910e+00, -8.6257e+02
6.79034681e+04, -3.3849e+00, -8.5652e+02
6.79474054e+04, -6.2731e+00, -8.6315e+02
6.79913712e+04, -7.5028e+00, -8.7008e+02
6.80353654e+04, -8.4350e+00, -8.6939e+02
6.80793881e+04, -7.9670e+00, -8.6956e+02
6.81234392e+04, -5.4847e+00, -8.5513e+02
6.81675189e+04, -6.3806e+00, -8.8047e+02
6.82116271e+04, -7.6916e+00, -8.7078e+02
6.82557638e+04, -8.7716e+00, -8.7273e+02
6.82999291e+04, -8.0018e+00, -8.8595e+02
6.83441230e+04, -5.2412e+00, -8.4384e+02
6.83883455e+04, -8.9666e+00, -8.6414e+02
6.84325966e+04, -7.6387e+00, -8.7895e+02
6.84768763e+04, -7.6368e+00, -8.8197e+02
6.85211847e+04, -4.3242e+00, -8.9437e+02
6.85655217e+04, -8.1709e+00, -8.8993e+02
6.86098874e+04, -8.0747e+00, -8.8310e+02
6.86542819e+04, -9.4552e+00, -8.9888e+02
6.86987050e+04, -9.3291e+00, -8.9206e+02
6.87431569e+04, -1.3043e+01, -8.6431e+02
6.87876376e+04, -9.5628e+00, -8.9491e+02
6.88321470e+04, -1.0164e+01, -8.9760e+02
6.88766853e+04, -1.0501e+01, -8.9686e+02
6.89212523e+04, -1.1382e+01, -8.9946e+02
6.89658482e+04, -4.5546e+00, -8.9830e+02
6.90104730e+04, -1.1574e+01, -9.0158e+02
6.90551266e+04, -1.2453e+01, -9.0022e+02
6.90998092e+04, -1.2036e+01, -8.9887e+02
6.91445206e+04, -1.3284e+01, -9.1085e+02
6.91892610e+04, -1.3150e+01, -8.6587e+02
6.92340303e+04, -1.3002e+01, -8.9213e+02
6.92788286e+04, -1.4100e+01, -8.9631e+02
6.93236559e+04, -1.3578e+01, -8.8749e+02
6.93685121e+04, -1.4524e+01, -8.9297e+02
6.94133975e+04, -1.7518e+01, -8.8552e+02
6.94583118e+04, -1.6689e+01, -8.9676e+02
6.95032552e+04, -1.4612e+01, -8.8204e+02
6.95482277e+04, -1.4286e+01, -8.9706e+02
6.95932293e+04, -1.5095e+01, -8.6742e+02
6.96382600e+04, -9.4209e+00, -9.0468e+02
6.96833199e+04, -1.4404e+01, -8.9448e+02
6.97284089e+04, -1.3698e+01, -8.9238e+02
6.97735270e+04, -1.4009e+01, -8.9469e+02
6.98186744e+04, -1.9237e+01, -9.1780e+02
6.98638510e+04, -1.9846e+01, -9.0867e+02
6.99090568e+04, -1.5184e+01, -8.9061e+02
6.99542919e+04, -1.4538e+01, -8.9956e+02
6.99995562e+04, -1.6356e+01, -8.9408e+02
7.00448499e+04, -1.5511e+01, -8.6986e+02
7.00901728e+04, -1.6571e+01, -8.8113e+02
7.01355251e+04, -1.7503e+01, -8.8016e+02
7.01809067e+04, -1.6429e+01, -8.9076e+02
7.02263176e+04, -1.5684e+01, -8.7554e+02
7.02717580e+04, -2.1188e+01, -8.8019e+02
7.03172277e+04, -1.4764e+01, -8.8497e+02
7.03627269e+04, -1.5245e+01, -8.7904e+02
7.04082555e+04, -1.4772e+01, -8.6956e+02
7.04538136e+04, -1.4830e+01, -9.0078e+02
7.04994012e+04, -1.1968e+01, -8.6663e+02
7.05450182e+04, -1.3401e+01, -8.8750e+02
7.05906648e+04, -1.2750e+01, -8.8714e+02
7.06363409e+04, -1.3529e+01, -8.8853e+02
7.06820466e+04, -1.3444e+01, -8.6448e+02
7.07277818e+04, -1.3351e+01, -8.8729e+02
7.07735466e+04, -1.2966e+01, -8.9142e+02
7.08193411e+04, -1.4637e+01, -9.0778e+02
7.08651651e+04, -1.1537e+01, -9.0390e+02
7.09110189e+04, -1.3152e+01, -8.8257e+02
7.09569023e+04, -1.4898e+01, -9.0422e+02
7.10028154e+04, -1.5744e+01, -8.9878e+02
7.10487581e+04, -1.5711e+01, -9.0485e+02
7.10947307e+04, -1.4140e+01, -9.0467e+02
7.11407329e+04, -1.3743e+01, -8.9073e+02
7.11867650e+04, -1.6043e+01, -8.9667e+02
7.12328268e+04, -1.6043e+01, -8.9889e+02
7.12789184e+04, -1.7325e+01, -9.0541e+02
7.13250398e+04, -1.2379e+01, -8.8553e+02
7.13711911e+04, -1.7373e+01, -8.9821e+02
7.14173723e+04, -1.4605e+01, -8.9981e+02
7.14635833e+04, -1.5650e+01, -9.0606e+02
7.15098243e+04, -1.6052e+01, -9.0247e+02
7.15560951e+04, -2.0612e+01, -8.5738e+02
7.16023959e+04, -1.4444e+01, -9.0282e+02
7.16487267e+04, -1.7026e+01, -9.0714e+02
7.16950874e+04, -1.4864e+01, -9.2004e+02
7.17414781e+04, -1.7092e+01, -8.8770e+02
7.17878989e+04, -2.0613e+01, -9.2940e+02
7.18343497e+04, -1.9774e+01, -9.1650e+02
7.18808305e+04, -2.0283e+01, -9.1363e+02
7.19273414e+04, -1.7608e+01, -9.0465e+02
7.19738824e+04, -1.4657e+01, -9.2136e+02
7.20204535e+04, -1.6536e+01, -9.2993e+02
7.20670548e+04, -1.9168e+01, -9.0028e+02
7.21136862e+04, -1.7381e+01, -9.1605e+02
7.21603478e+04, -1.7757e+01, -9.0651e+02
7.22070396e+04, -1.5378e+01, -9.1396e+02
7.22537616e+04, -1.9019e+01, -9.2970e+02
7.23005138e+04, -1.8230e+01, -9.2399e+02
7.23472963e+04, -2.1046e+01, -9.0128e+02
7.23941090e+04, -2.1578e+01, -9.3519e+02
7.24409521e+04, -1.9878e+01, -9.4053e+02
7.24878254e+04, -2.1732e+01, -9.2372e+02
7.25347291e+04, -2.0526e+01, -9.2023e+02
7.25816631e+04, -1.9019e+01, -9.1049e+02
7.26286275e+04, -2.2068e+01, -9.2405e+02
7.26756223e+04, -2.0404e+01, -9.0443e+02
7.27226475e+04, -1.9903e+01, -9.2466e+02
7.27697031e+04, -1.9742e+01, -9.1328e+02
7.28167892e+04, -2.0706e+01, -9.1527e+02
7.28639057e+04, -1.9602e+01, -9.0529e+02
7.29110527e+04, -2.2732e+01, -9.1125e+02
7.29582303e+04, -2.0169e+01, -9.2405e+02
7.30054383e+04, -2.1521e+01, -9.1400e+02
7.30526769e+04, -2.0250e+01, -9.1697e+02
7.30999461e+04, -2.0545e+01, -9.5250e+02
7.31472458e+04, -2.0807e+01, -9.1643e+02
7.31945762e+04, -1.9954e+01, -9.2534e+02
7.32419372e+04, -2.3192e+01, -9.1801e+02
7.32893288e+04, -2.0828e+01, -9.2163e+02
7.33367511e+04, -2.4035e+01, -9.0327e+02
7.33842041e+04, -2.2284e+01, -9.2843e+02
7.34316878e+04, -2.2572e+01, -9.2921e+02
7.34792022e+04, -2.2796e+01, -9.2110e+02
7.35267473e+04, -2.3544e+01, -9.2620e+02
7.35743232e+04, -2.2665e+01, -9.3512e+02
7.36219299e+04, -2.2580e+01, -9.2560e+02
7.36695674e+04, -2.3059e+01, -9.3871e+02
7.37172358e+04, -2.3556e+01, -9.3406e+02
7.37649349e+04, -2.3343e+01, -9.2013e+02
